x,signal_A,signal_B,combined_clean,noisy_input
2.441704309608106350e-03,7.794037064298357798e-02,0.000000000000000000e+00,7.794037064298357798e-02,-1.453853518857463722e+00
2.563789525088511646e-03,8.189747740272024235e-02,0.000000000000000000e+00,8.189747740272024235e-02,4.740686346669366058e-01
2.685874740568916941e-03,8.585982477878598140e-02,0.000000000000000000e+00,8.585982477878598140e-02,6.045215440944893270e-01
2.807959956049322237e-03,8.982734356115169849e-02,0.000000000000000000e+00,8.982734356115169849e-02,-3.554716686827134597e-01
2.930045171529727967e-03,9.379996392962387797e-02,0.000000000000000000e+00,9.379996392962387797e-02,1.455652738322188444e+00
3.052130387010133263e-03,9.777761545264919418e-02,0.000000000000000000e+00,9.777761545264919418e-02,-7.748417893066096296e-01
3.174215602490538558e-03,1.017602270861424629e-01,0.000000000000000000e+00,1.017602270861424629e-01,1.292153374670101107e-01
3.296300817970943854e-03,1.057477271723374218e-01,0.000000000000000000e+00,1.057477271723374218e-01,-6.562582843162731439e-03
3.418386033451349150e-03,1.097400434386612833e-01,0.000000000000000000e+00,1.097400434386612833e-01,1.029407572053735898e+00
3.540471248931754446e-03,1.137371029966326164e-01,0.000000000000000000e+00,1.137371029966326164e-01,9.953523649368036796e-01
3.662556464412159742e-03,1.177388323407836529e-01,0.000000000000000000e+00,1.177388323407836529e-01,2.107072877589334370e-01
3.784641679892565037e-03,1.217451573476065335e-01,0.000000000000000000e+00,1.217451573476065335e-01,3.486426691089106744e-01
3.906726895372970333e-03,1.257560032745243250e-01,0.000000000000000000e+00,1.257560032745243250e-01,-4.069154453035432883e-01
4.028812110853375629e-03,1.297712947588865462e-01,0.000000000000000000e+00,1.297712947588865462e-01,-1.058706586175469644e+00
4.150897326333780925e-03,1.337909558169902424e-01,0.000000000000000000e+00,1.337909558169902424e-01,-7.495633377870131175e-02
4.272982541814186221e-03,1.378149098431258046e-01,0.000000000000000000e+00,1.378149098431258046e-01,2.316242913055138186e-01
4.395067757294591516e-03,1.418430796086490586e-01,0.000000000000000000e+00,1.418430796086490586e-01,8.800174880452814596e-01
4.517152972774996812e-03,1.458753872610787927e-01,0.000000000000000000e+00,1.458753872610787927e-01,8.673032965317255538e-01
4.639238188255402108e-03,1.499117543232207084e-01,0.000000000000000000e+00,1.499117543232207084e-01,-8.248433612155064987e-02
4.761323403735807404e-03,1.539521016923176555e-01,0.000000000000000000e+00,1.539521016923176555e-01,-2.742954865288368960e-02
4.883408619216212700e-03,1.579963496392268740e-01,0.000000000000000000e+00,1.579963496392268740e-01,-4.711354294010286492e-01
5.005493834696617995e-03,1.620444178076240471e-01,-0.000000000000000000e+00,1.620444178076240471e-01,-6.899663444997610195e-01
5.127579050177023291e-03,1.660962252132346939e-01,-0.000000000000000000e+00,1.660962252132346939e-01,-8.576658891617727765e-01
5.249664265657428587e-03,1.701516902430931510e-01,-0.000000000000000000e+00,1.701516902430931510e-01,1.340616927382166867e+00
5.371749481137833883e-03,1.742107306548295875e-01,-0.000000000000000000e+00,1.742107306548295875e-01,-1.315805783961625230e-01
5.493834696618239179e-03,1.782732635759847750e-01,-0.000000000000000000e+00,1.782732635759847750e-01,-8.457131739072704102e-02
5.615919912098644474e-03,1.823392055033536963e-01,-0.000000000000000000e+00,1.823392055033536963e-01,-5.693380105266020452e-01
5.738005127579049770e-03,1.864084723023576307e-01,-0.000000000000000000e+00,1.864084723023576307e-01,6.529026858015036794e-01
5.860090343059455933e-03,1.904809792064456053e-01,-0.000000000000000000e+00,1.904809792064456053e-01,-7.778577293283253091e-01
5.982175558539861229e-03,1.945566408165241845e-01,-0.000000000000000000e+00,1.945566408165241845e-01,6.691247268814295990e-02
6.104260774020266525e-03,1.986353711004182621e-01,-0.000000000000000000e+00,1.986353711004182621e-01,-3.386445656157870410e-01
6.226345989500671821e-03,2.027170833923602755e-01,-0.000000000000000000e+00,2.027170833923602755e-01,4.348585821079175018e-01
6.348431204981077117e-03,2.068016903925107841e-01,-0.000000000000000000e+00,2.068016903925107841e-01,-9.968139214881299726e-02
6.470516420461482412e-03,2.108891041665085231e-01,-0.000000000000000000e+00,2.108891041665085231e-01,-4.974902063069387426e-01
6.592601635941887708e-03,2.149792361450517109e-01,-0.000000000000000000e+00,2.149792361450517109e-01,1.980698991418587962e-01
6.714686851422293004e-03,2.190719971235101926e-01,-0.000000000000000000e+00,2.190719971235101926e-01,4.760711194417607262e-01
6.836772066902698300e-03,2.231672972615690864e-01,-0.000000000000000000e+00,2.231672972615690864e-01,2.630776306914698326e-01
6.958857282383103596e-03,2.272650460829037655e-01,-0.000000000000000000e+00,2.272650460829037655e-01,4.087481847267726009e-01
7.080942497863508892e-03,2.313651524748867039e-01,-0.000000000000000000e+00,2.313651524748867039e-01,-1.492281037336914418e-01
7.203027713343914187e-03,2.354675246883266015e-01,-0.000000000000000000e+00,2.354675246883266015e-01,1.782282509604374288e-02
7.325112928824319483e-03,2.395720703372402893e-01,-0.000000000000000000e+00,2.395720703372402893e-01,-1.639041983283303361e-01
7.447198144304724779e-03,2.436786963986567744e-01,-0.000000000000000000e+00,2.436786963986567744e-01,2.794679947433201250e-02
7.569283359785130075e-03,2.477873092124545928e-01,-0.000000000000000000e+00,2.477873092124545928e-01,-2.401004600142178369e-01
7.691368575265535371e-03,2.518978144812327180e-01,-0.000000000000000000e+00,2.518978144812327180e-01,-7.838717469177733932e-01
7.813453790745940666e-03,2.560101172702151096e-01,-0.000000000000000000e+00,2.560101172702151096e-01,3.624658026224668039e-01
7.935539006226345962e-03,2.601241220071883742e-01,-0.000000000000000000e+00,2.601241220071883742e-01,1.905556028223126530e-02
8.057624221706751258e-03,2.642397324824749538e-01,-0.000000000000000000e+00,2.642397324824749538e-01,-7.138792756971517051e-01
8.179709437187156554e-03,2.683568518489399257e-01,-0.000000000000000000e+00,2.683568518489399257e-01,5.460262051644044767e-01
8.301794652667561850e-03,2.724753826220326913e-01,-0.000000000000000000e+00,2.724753826220326913e-01,-2.719036360079126191e-01
8.423879868147967145e-03,2.765952266798641368e-01,-0.000000000000000000e+00,2.765952266798641368e-01,3.077624641575474884e-01
8.545965083628372441e-03,2.807162852633188210e-01,-0.000000000000000000e+00,2.807162852633188210e-01,7.181706225698409884e-01
8.668050299108777737e-03,2.848384589762032459e-01,-0.000000000000000000e+00,2.848384589762032459e-01,3.622282054306496524e-01
8.790135514589183033e-03,2.889616477854297649e-01,-0.000000000000000000e+00,2.889616477854297649e-01,9.726020585114101280e-01
8.912220730069588329e-03,2.930857510212367956e-01,-0.000000000000000000e+00,2.930857510212367956e-01,-4.478097411909547354e-01
9.034305945549993624e-03,2.972106673774461694e-01,-0.000000000000000000e+00,2.972106673774461694e-01,5.386156520839755490e-01
9.156391161030398920e-03,3.013362949117562306e-01,-0.000000000000000000e+00,3.013362949117562306e-01,-1.095497596524316886e-01
9.278476376510804216e-03,3.054625310460738485e-01,-0.000000000000000000e+00,3.054625310460738485e-01,-2.170157584630551528e-01
9.400561591991209512e-03,3.095892725668817347e-01,-0.000000000000000000e+00,3.095892725668817347e-01,-3.772052629176753102e-02
9.522646807471614808e-03,3.137164156256455061e-01,-0.000000000000000000e+00,3.137164156256455061e-01,1.267848963492219094e-01
9.644732022952020103e-03,3.178438557392576080e-01,-0.000000000000000000e+00,3.178438557392576080e-01,3.515430610771048681e-01
9.766817238432425399e-03,3.219714877905203720e-01,-0.000000000000000000e+00,3.219714877905203720e-01,-3.771184166794934733e-01
9.888902453912830695e-03,3.260992060286665994e-01,-0.000000000000000000e+00,3.260992060286665994e-01,8.665950982011788595e-01
1.001098766939323599e-02,3.302269040699209457e-01,0.000000000000000000e+00,3.302269040699209457e-01,6.096243679081968514e-01
1.013307288487364129e-02,3.343544748980983861e-01,0.000000000000000000e+00,3.343544748980983861e-01,-5.873917368682357587e-01
1.025515810035404658e-02,3.384818108652442592e-01,0.000000000000000000e+00,3.384818108652442592e-01,1.231433127142604000e+00
1.037724331583445188e-02,3.426088036923126690e-01,0.000000000000000000e+00,3.426088036923126690e-01,1.480142309310662485e+00
1.049932853131485717e-02,3.467353444698859088e-01,0.000000000000000000e+00,3.467353444698859088e-01,1.054003087165676256e+00
1.062141374679526247e-02,3.508613236589336881e-01,0.000000000000000000e+00,3.508613236589336881e-01,2.429064221715231398e-01
1.074349896227566777e-02,3.549866310916140466e-01,0.000000000000000000e+00,3.549866310916140466e-01,-2.874649418147114388e-01
1.086558417775607306e-02,3.591111559721142377e-01,0.000000000000000000e+00,3.591111559721142377e-01,9.917821921307961031e-01
1.098766939323647836e-02,3.632347868775334665e-01,0.000000000000000000e+00,3.632347868775334665e-01,1.213286186936257116e-01
1.110975460871688365e-02,3.673574117588077059e-01,0.000000000000000000e+00,3.673574117588077059e-01,1.100824453988264118e+00
1.123183982419728895e-02,3.714789179416753684e-01,0.000000000000000000e+00,3.714789179416753684e-01,4.964439047877915456e-01
1.135392503967769424e-02,3.755991921276863321e-01,0.000000000000000000e+00,3.755991921276863321e-01,9.615826140179140058e-01
1.147601025515809954e-02,3.797181203952524342e-01,0.000000000000000000e+00,3.797181203952524342e-01,5.935379586998935642e-01
1.159809547063850484e-02,3.838355882007419284e-01,0.000000000000000000e+00,3.838355882007419284e-01,8.077794891159107982e-01
1.172018068611891187e-02,3.879514803796163536e-01,0.000000000000000000e+00,3.879514803796163536e-01,3.942514928121086393e-01
1.184226590159931716e-02,3.920656811476102011e-01,0.000000000000000000e+00,3.920656811476102011e-01,1.463587977491111358e+00
1.196435111707972246e-02,3.961780741019560459e-01,0.000000000000000000e+00,3.961780741019560459e-01,4.723253297241279958e-01
1.208643633256012775e-02,4.002885422226519774e-01,0.000000000000000000e+00,4.002885422226519774e-01,6.414821602894729136e-01
1.220852154804053305e-02,4.043969678737744378e-01,0.000000000000000000e+00,4.043969678737744378e-01,1.534287386107527018e+00
1.233060676352093835e-02,4.085032328048345818e-01,0.000000000000000000e+00,4.085032328048345818e-01,-4.001522038806332171e-01
1.245269197900134364e-02,4.126072181521807658e-01,0.000000000000000000e+00,4.126072181521807658e-01,-3.496837809392593921e-01
1.257477719448174894e-02,4.167088044404450575e-01,0.000000000000000000e+00,4.167088044404450575e-01,9.983468293352517620e-01
1.269686240996215423e-02,4.208078715840365414e-01,0.000000000000000000e+00,4.208078715840365414e-01,-2.830661714844593391e-01
1.281894762544255953e-02,4.249042988886784777e-01,0.000000000000000000e+00,4.249042988886784777e-01,1.591077010278253878e+00
1.294103284092296482e-02,4.289979650529933686e-01,0.000000000000000000e+00,4.289979650529933686e-01,1.808265765971449612e-01
1.306311805640337012e-02,4.330887481701334307e-01,0.000000000000000000e+00,4.330887481701334307e-01,-1.538413869432120329e-02
1.318520327188377542e-02,4.371765257294577545e-01,0.000000000000000000e+00,4.371765257294577545e-01,1.590941741617688532e+00
1.330728848736418071e-02,4.412611746182566463e-01,0.000000000000000000e+00,4.412611746182566463e-01,1.329570049478911109e+00
1.342937370284458601e-02,4.453425711235226570e-01,0.000000000000000000e+00,4.453425711235226570e-01,1.565877947379464397e+00
1.355145891832499130e-02,4.494205909337698479e-01,0.000000000000000000e+00,4.494205909337698479e-01,9.930473858990009894e-01
1.367354413380539660e-02,4.534951091409006319e-01,0.000000000000000000e+00,4.534951091409006319e-01,-6.324030189192086926e-02
1.379562934928580190e-02,4.575660002421195749e-01,0.000000000000000000e+00,4.575660002421195749e-01,1.603604972101539738e+00
1.391771456476620719e-02,4.616331381418974922e-01,0.000000000000000000e+00,4.616331381418974922e-01,3.008311155710692297e-01
1.403979978024661249e-02,4.656963961539823948e-01,0.000000000000000000e+00,4.656963961539823948e-01,9.471702336318195137e-01
1.416188499572701778e-02,4.697556470034605081e-01,0.000000000000000000e+00,4.697556470034605081e-01,1.038106827667709231e+00
1.428397021120742308e-02,4.738107628288660278e-01,0.000000000000000000e+00,4.738107628288660278e-01,3.808047069743655255e-01
1.440605542668782837e-02,4.778616151843402271e-01,0.000000000000000000e+00,4.778616151843402271e-01,8.463092373919883782e-01
1.452814064216823367e-02,4.819080750418404113e-01,0.000000000000000000e+00,4.819080750418404113e-01,1.035232077981756316e+00
1.465022585764863897e-02,4.859500127933996105e-01,0.000000000000000000e+00,4.859500127933996105e-01,7.118053314867772707e-01
1.477231107312904426e-02,4.899872982534352328e-01,0.000000000000000000e+00,4.899872982534352328e-01,-1.696531760970814151e-01
1.489439628860944956e-02,4.940198006611093984e-01,0.000000000000000000e+00,4.940198006611093984e-01,6.729627051847429930e-01
1.501648150408985485e-02,4.980473886827396224e-01,-0.000000000000000000e+00,4.980473886827396224e-01,1.293878926694957743e+00
1.513856671957026015e-02,5.020699304142611785e-01,-0.000000000000000000e+00,5.020699304142611785e-01,8.532921457544190291e-02
1.526065193505066545e-02,5.060872933837400334e-01,-0.000000000000000000e+00,5.060872933837400334e-01,4.163065691871375984e-01
1.538273715053107074e-02,5.100993445539385718e-01,-0.000000000000000000e+00,5.100993445539385718e-01,2.490072135209561166e-01
1.550482236601147604e-02,5.141059503249315599e-01,-0.000000000000000000e+00,5.141059503249315599e-01,1.623664187412536819e+00
1.562690758149188133e-02,5.181069765367768420e-01,-0.000000000000000000e+00,5.181069765367768420e-01,9.214838307442381193e-01
1.574899279697228663e-02,5.221022884722360535e-01,-0.000000000000000000e+00,5.221022884722360535e-01,7.665793902169022456e-01
1.587107801245269192e-02,5.260917508595496228e-01,-0.000000000000000000e+00,5.260917508595496228e-01,6.414210619235982680e-02
1.599316322793309722e-02,5.300752278752642876e-01,-0.000000000000000000e+00,5.300752278752642876e-01,8.536247426503547064e-01
1.611524844341350252e-02,5.340525831471141238e-01,-0.000000000000000000e+00,5.340525831471141238e-01,1.294529867526885147e-01
1.623733365889390781e-02,5.380236797569545315e-01,-0.000000000000000000e+00,5.380236797569545315e-01,5.571220147215651952e-01
1.635941887437431311e-02,5.419883802437509557e-01,-0.000000000000000000e+00,5.419883802437509557e-01,1.604807332164223665e-01
1.648150408985471840e-02,5.459465466066211192e-01,-0.000000000000000000e+00,5.459465466066211192e-01,9.518065235745210018e-01
1.660358930533512370e-02,5.498980403079315460e-01,-0.000000000000000000e+00,5.498980403079315460e-01,8.958525302768960419e-01
1.672567452081552900e-02,5.538427222764490399e-01,-0.000000000000000000e+00,5.538427222764490399e-01,4.288634689296521030e-01
1.684775973629593429e-02,5.577804529105465647e-01,-0.000000000000000000e+00,5.577804529105465647e-01,7.953844805075337421e-01
1.696984495177633959e-02,5.617110920814644137e-01,-0.000000000000000000e+00,5.617110920814644137e-01,-9.412581315683898886e-02
1.709193016725674488e-02,5.656344991366274444e-01,-0.000000000000000000e+00,5.656344991366274444e-01,-3.291200564867358125e-01
1.721401538273715018e-02,5.695505329030162711e-01,-0.000000000000000000e+00,5.695505329030162711e-01,8.331855536617384095e-01
1.733610059821755547e-02,5.734590516905959667e-01,-0.000000000000000000e+00,5.734590516905959667e-01,6.734631489141134075e-01
1.745818581369796077e-02,5.773599132957997204e-01,-0.000000000000000000e+00,5.773599132957997204e-01,9.583787754310635343e-01
1.758027102917836607e-02,5.812529750050702271e-01,-0.000000000000000000e+00,5.812529750050702271e-01,2.011139839923435257e+00
1.770235624465877136e-02,5.851380935984552556e-01,-0.000000000000000000e+00,5.851380935984552556e-01,1.151825785792703449e+00
1.782444146013917666e-02,5.890151253532627251e-01,-0.000000000000000000e+00,5.890151253532627251e-01,4.132179008676761800e-02
1.794652667561958195e-02,5.928839260477709594e-01,-0.000000000000000000e+00,5.928839260477709594e-01,1.263093698905282558e+00
1.806861189109998725e-02,5.967443509649976718e-01,-0.000000000000000000e+00,5.967443509649976718e-01,-1.928000953419150010e-01
1.819069710658039254e-02,6.005962548965247949e-01,-0.000000000000000000e+00,6.005962548965247949e-01,3.236454920076994313e-01
1.831278232206079784e-02,6.044394921463822623e-01,-0.000000000000000000e+00,6.044394921463822623e-01,5.634945289516035682e-01
1.843486753754120314e-02,6.082739165349897448e-01,-0.000000000000000000e+00,6.082739165349897448e-01,1.636279549524609633e+00
1.855695275302160843e-02,6.120993814031567837e-01,-0.000000000000000000e+00,6.120993814031567837e-01,1.652464881740928759e-01
1.867903796850201373e-02,6.159157396161397680e-01,-0.000000000000000000e+00,6.159157396161397680e-01,1.200526164207311730e-01
1.880112318398241902e-02,6.197228435677597513e-01,-0.000000000000000000e+00,6.197228435677597513e-01,5.606513289125003574e-01
1.892320839946282432e-02,6.235205451845777791e-01,-0.000000000000000000e+00,6.235205451845777791e-01,2.254335733673133446e-01
1.904529361494322962e-02,6.273086959301301668e-01,-0.000000000000000000e+00,6.273086959301301668e-01,1.303290249194034356e+00
1.916737883042363491e-02,6.310871468092216219e-01,-0.000000000000000000e+00,6.310871468092216219e-01,-1.687175820883235478e-02
1.928946404590404021e-02,6.348557483722804262e-01,-0.000000000000000000e+00,6.348557483722804262e-01,-5.362544307438099622e-02
1.941154926138444550e-02,6.386143507197702407e-01,-0.000000000000000000e+00,6.386143507197702407e-01,3.759223238731098093e-01
1.953363447686485080e-02,6.423628035066650810e-01,-0.000000000000000000e+00,6.423628035066650810e-01,3.435433330912821548e-01
1.965571969234525609e-02,6.461009559469815811e-01,-0.000000000000000000e+00,6.461009559469815811e-01,1.803820188237172939e+00
1.977780490782566139e-02,6.498286568183737621e-01,-0.000000000000000000e+00,6.498286568183737621e-01,1.219481140973830202e+00
1.989989012330606669e-02,6.535457544667868657e-01,-0.000000000000000000e+00,6.535457544667868657e-01,7.060764992979013943e-01
2.002197533878647198e-02,6.572520968111732476e-01,0.000000000000000000e+00,6.572520968111732476e-01,-7.800921448692754723e-02
2.014406055426687728e-02,6.609475313482681136e-01,0.000000000000000000e+00,6.609475313482681136e-01,1.167565317189196428e+00
2.026614576974728257e-02,6.646319051574268721e-01,0.000000000000000000e+00,6.646319051574268721e-01,6.450269672368802443e-02
2.038823098522768787e-02,6.683050649055242154e-01,0.000000000000000000e+00,6.683050649055242154e-01,-2.585575931610426537e-01
2.051031620070809317e-02,6.719668568519138185e-01,0.000000000000000000e+00,6.719668568519138185e-01,1.384784732263294904e+00
2.063240141618849846e-02,6.756171268534507668e-01,0.000000000000000000e+00,6.756171268534507668e-01,8.657826940083604983e-01
2.075448663166890376e-02,6.792557203695749335e-01,0.000000000000000000e+00,6.792557203695749335e-01,1.231771014638066264e+00
2.087657184714930905e-02,6.828824824674570859e-01,0.000000000000000000e+00,6.828824824674570859e-01,8.741190742332698438e-01
2.099865706262971435e-02,6.864972578272070525e-01,0.000000000000000000e+00,6.864972578272070525e-01,1.200595624968821884e+00
2.112074227811011964e-02,6.900998907471440624e-01,0.000000000000000000e+00,6.900998907471440624e-01,2.994845347670559432e-01
2.124282749359052494e-02,6.936902251491299243e-01,0.000000000000000000e+00,6.936902251491299243e-01,7.314452007845118064e-02
2.136491270907093024e-02,6.972681045839651537e-01,0.000000000000000000e+00,6.972681045839651537e-01,1.106224815552941276e+00
2.148699792455133553e-02,7.008333722368471630e-01,0.000000000000000000e+00,7.008333722368471630e-01,2.187875737325425396e-01
2.160908314003174083e-02,7.043858709328928436e-01,0.000000000000000000e+00,7.043858709328928436e-01,2.906560042827725510e-01
2.173116835551214612e-02,7.079254431427228766e-01,0.000000000000000000e+00,7.079254431427228766e-01,4.346059410323169780e-01
2.185325357099255142e-02,7.114519309881106590e-01,0.000000000000000000e+00,7.114519309881106590e-01,7.219394264031446795e-01
2.197533878647295671e-02,7.149651762476939565e-01,0.000000000000000000e+00,7.149651762476939565e-01,5.025688294956035529e-01
2.209742400195336201e-02,7.184650203627509502e-01,0.000000000000000000e+00,7.184650203627509502e-01,-1.065057556880603107e-01
2.221950921743376731e-02,7.219513044430391213e-01,0.000000000000000000e+00,7.219513044430391213e-01,3.357802627433048026e-01
2.234159443291417260e-02,7.254238692726988624e-01,0.000000000000000000e+00,7.254238692726988624e-01,-6.086180220619570314e-01
2.246367964839457790e-02,7.288825553162209259e-01,0.000000000000000000e+00,7.288825553162209259e-01,1.104021425932533385e+00
2.258576486387498319e-02,7.323272027244783766e-01,0.000000000000000000e+00,7.323272027244783766e-01,-2.289073906395701075e-01
2.270785007935538849e-02,7.357576513408214947e-01,0.000000000000000000e+00,7.357576513408214947e-01,7.312764768375112912e-02
2.282993529483579379e-02,7.391737407072399568e-01,0.000000000000000000e+00,7.391737407072399568e-01,7.704727882638245928e-01
2.295202051031619908e-02,7.425753100705863030e-01,0.000000000000000000e+00,7.425753100705863030e-01,2.988375122357983527e-01
2.307410572579660438e-02,7.459621983888665708e-01,0.000000000000000000e+00,7.459621983888665708e-01,1.671770955632907896e+00
2.319619094127700967e-02,7.493342443375943240e-01,0.000000000000000000e+00,7.493342443375943240e-01,-2.637990149647484461e-02
2.331827615675741497e-02,7.526912863162101841e-01,0.000000000000000000e+00,7.526912863162101841e-01,9.129218079257199747e-01
2.344036137223782373e-02,7.560331624545667539e-01,0.000000000000000000e+00,7.560331624545667539e-01,7.324634715180693423e-01
2.356244658771822903e-02,7.593597106194773794e-01,0.000000000000000000e+00,7.593597106194773794e-01,5.850361197475895114e-02
2.368453180319863433e-02,7.626707684213316352e-01,0.000000000000000000e+00,7.626707684213316352e-01,1.076636764740383834e+00
2.380661701867903962e-02,7.659661732207750928e-01,0.000000000000000000e+00,7.659661732207750928e-01,6.630383744874261964e-01
2.392870223415944492e-02,7.692457621354550357e-01,0.000000000000000000e+00,7.692457621354550357e-01,1.232320092863655514e+00
2.405078744963985021e-02,7.725093720468307890e-01,0.000000000000000000e+00,7.725093720468307890e-01,1.266611864425069678e+00
2.417287266512025551e-02,7.757568396070508854e-01,0.000000000000000000e+00,7.757568396070508854e-01,2.073698409175464441e+00
2.429495788060066080e-02,7.789880012458950675e-01,0.000000000000000000e+00,7.789880012458950675e-01,1.580904770907730184e+00
2.441704309608106610e-02,7.822026931777811276e-01,0.000000000000000000e+00,7.822026931777811276e-01,5.606935904123149239e-01
2.453912831156147140e-02,7.854007514088403585e-01,0.000000000000000000e+00,7.854007514088403585e-01,6.417732448632844644e-01
2.466121352704187669e-02,7.885820117440554000e-01,0.000000000000000000e+00,7.885820117440554000e-01,1.448377769276323335e+00
2.478329874252228199e-02,7.917463097944656969e-01,0.000000000000000000e+00,7.917463097944656969e-01,1.184904548228024268e+00
2.490538395800268728e-02,7.948934809844394600e-01,0.000000000000000000e+00,7.948934809844394600e-01,1.178972396642994802e+00
2.502746917348309258e-02,7.980233605590097978e-01,-0.000000000000000000e+00,7.980233605590097978e-01,-1.721502660274908392e-01
2.514955438896349788e-02,8.011357835912789049e-01,-0.000000000000000000e+00,8.011357835912789049e-01,7.865401089519175049e-01
2.527163960444390317e-02,8.042305849898865322e-01,-0.000000000000000000e+00,8.042305849898865322e-01,3.614120394664733227e-01
2.539372481992430847e-02,8.073075995065454036e-01,-0.000000000000000000e+00,8.073075995065454036e-01,9.752623589324883602e-01
2.551581003540471376e-02,8.103666617436434683e-01,-0.000000000000000000e+00,8.103666617436434683e-01,7.514764279578687312e-01
2.563789525088511906e-02,8.134076061619102127e-01,-0.000000000000000000e+00,8.134076061619102127e-01,1.359514951017465334e+00
2.575998046636552435e-02,8.164302670881510293e-01,-0.000000000000000000e+00,8.164302670881510293e-01,1.006761196202932140e+00
2.588206568184592965e-02,8.194344787230475324e-01,-0.000000000000000000e+00,8.194344787230475324e-01,1.291231255988433135e+00
2.600415089732633495e-02,8.224200751490227113e-01,-0.000000000000000000e+00,8.224200751490227113e-01,5.425686171074568520e-01
2.612623611280674024e-02,8.253868903381739175e-01,-0.000000000000000000e+00,8.253868903381739175e-01,2.587191367872236913e-01
2.624832132828714554e-02,8.283347581602709120e-01,-0.000000000000000000e+00,8.283347581602709120e-01,5.823049422387418517e-01
2.637040654376755083e-02,8.312635123908205248e-01,-0.000000000000000000e+00,8.312635123908205248e-01,8.210512640739561219e-01
2.649249175924795613e-02,8.341729867191977066e-01,-0.000000000000000000e+00,8.341729867191977066e-01,1.061664028052246689e+00
2.661457697472836142e-02,8.370630147568420831e-01,-0.000000000000000000e+00,8.370630147568420831e-01,2.192648385171353631e+00
2.673666219020876672e-02,8.399334300455207902e-01,-0.000000000000000000e+00,8.399334300455207902e-01,8.145791390491351480e-01
2.685874740568917202e-02,8.427840660656583660e-01,-0.000000000000000000e+00,8.427840660656583660e-01,2.692170657699921588e-01
2.698083262116957731e-02,8.456147562447311472e-01,-0.000000000000000000e+00,8.456147562447311472e-01,6.380256908250993009e-01
2.710291783664998261e-02,8.484253339657285009e-01,-0.000000000000000000e+00,8.484253339657285009e-01,5.702677491780719921e-01
2.722500305213038790e-02,8.512156325756804476e-01,-0.000000000000000000e+00,8.512156325756804476e-01,1.140104516839757665e+00
2.734708826761079320e-02,8.539854853942502322e-01,-0.000000000000000000e+00,8.539854853942502322e-01,-7.049272327252464887e-02
2.746917348309119850e-02,8.567347257223938417e-01,-0.000000000000000000e+00,8.567347257223938417e-01,8.946919222425928631e-01
2.759125869857160379e-02,8.594631868510839157e-01,-0.000000000000000000e+00,8.594631868510839157e-01,9.533671096303092396e-01
2.771334391405200909e-02,8.621707020701006030e-01,-0.000000000000000000e+00,8.621707020701006030e-01,1.001479323790265941e+00
2.783542912953241438e-02,8.648571046768880333e-01,-0.000000000000000000e+00,8.648571046768880333e-01,5.064674632976704505e-01
