x,true_signal,noisy_signal
9.522646807471614808e-03,3.694219964717582738e-01,2.136457304080719433e-01
9.644732022952020103e-03,3.540727316810753367e-01,3.821554027959480626e-01
9.766817238432425399e-03,3.386371657298160587e-01,-2.439377546618621828e-01
9.888902453912830695e-03,3.231433295805741235e-01,7.735565730576676735e-01
1.001098766939323599e-02,3.076193334335773910e-01,5.404505532988073124e-01
1.013307288487364129e-02,2.920933253021212317e-01,-4.760285178364906389e-01
1.025515810035404658e-02,2.765934495324802178e-01,1.020719546430280067e+00
1.037724331583445188e-02,2.611478053293108670e-01,1.209092393344602501e+00
1.049932853131485717e-02,2.457844053475508050e-01,8.351741909273762143e-01
1.062141374679526247e-02,2.305311344117197958e-01,1.405687165055443388e-01
1.074349896227566777e-02,2.154157084233433717e-01,-3.199606023319279124e-01
1.086558417775607306e-02,2.004656335169414105e-01,7.276914969825096779e-01
1.098766939323647836e-02,1.857081655246585195e-01,-1.588030796193129479e-02
1.110975460871688365e-02,1.711702698091597807e-01,7.823928050003734480e-01
1.123183982419728895e-02,1.568785815238732118e-01,2.610160705623033595e-01
1.135392503967769424e-02,1.428593663590315144e-01,6.311788846008878906e-01
1.147601025515809954e-02,1.291384818312527050e-01,3.073216804184536466e-01
1.159809547063850484e-02,1.157413391735966912e-01,4.690279232695707679e-01
1.172018068611891187e-02,1.026928658821552598e-01,1.079428762425655025e-01
1.184226590159931716e-02,9.001746897426482485e-02,9.829527159271824743e-01
1.196435111707972246e-02,7.773899901238395804e-02,1.411950453641939163e-01
1.208643633256012775e-02,6.588071494655545202e-02,2.668753966689062507e-01
1.220852154804053305e-02,5.446524982716405283e-02,9.960405983552912401e-01
1.233060676352093835e-02,4.351457743842340742e-02,-6.303649531327997213e-01
1.245269197900134364e-02,3.304997990167080069e-02,-6.021925193411959976e-01
1.257477719448174894e-02,2.309201629612250839e-02,5.077903703751280862e-01
1.269686240996215423e-02,1.366049234324523409e-02,-5.729012102138346663e-01
1.281894762544255953e-02,4.774431199334128184e-03,9.765850240239803970e-01
1.294103284092296482e-02,-3.547954600740366171e-03,-2.103574449806140390e-01
1.306311805640337012e-02,-1.128929000734746335e-02,-3.850166957277263435e-01
1.318520327188377542e-02,-1.843306308796371917e-02,9.430379501522285768e-01
1.330728848736418071e-02,-2.496364938938350209e-02,7.152937463278286057e-01
1.342937370284458601e-02,-3.086633499444596529e-02,9.029131452188390305e-01
1.355145891832499130e-02,-3.612733823935693200e-02,4.168949908983357044e-01
1.367354413380539660e-02,-4.073383005966701997e-02,-4.713466725870182894e-01
1.379562934928580190e-02,-4.467395293497372633e-02,9.103585236145430581e-01
1.391771456476620719e-02,-4.793683840448659250e-02,-1.819385238801767835e-01
1.403979978024661249e-02,-5.051262312768556306e-02,3.507155747705120175e-01
1.416188499572701778e-02,-5.239246346645415331e-02,4.212335204204198380e-01
1.428397021120742308e-02,-5.356854856723219926e-02,-1.310735951126492937e-01
1.440605542668782837e-02,-5.403411192395130014e-02,2.530055732490888443e-01
1.452814064216823367e-02,-5.378344140473767521e-02,4.073198943785257264e-01
1.465022585764863897e-02,-5.281188772763978356e-02,1.354008778501749333e-01
1.477231107312904426e-02,-5.111587137290768412e-02,-6.008162666650049832e-01
1.489439628860944956e-02,-4.869288792165954449e-02,1.004261991813684418e-01
1.501648150408985485e-02,-4.554151181308052632e-02,6.176514365304346388e-01
1.513856671957026015e-02,-4.166139851462574706e-02,-3.889453283803084860e-01
1.526065193505066545e-02,-3.705328510203614867e-02,-1.118705552658715296e-01
1.538273715053107074e-02,-3.171898924831134670e-02,-2.492957651091300686e-01
1.550482236601147604e-02,-2.566140662312610399e-02,8.989704576165448158e-01
1.562690758149188133e-02,-1.888450670651470320e-02,3.172628717997030279e-01
1.574899279697228663e-02,-1.139332702297934929e-02,1.923375910975758663e-01
1.587107801245269192e-02,-3.193965804502152395e-03,-3.881520030271603527e-01
1.599316322793309722e-02,5.706426906747552596e-03,2.753310225526561794e-01
1.611524844341350252e-02,1.529965970292740396e-02,-3.218666706257606314e-01
1.623733365889390781e-02,2.557651178689235305e-02,4.149179092406794778e-02
1.635941887437431311e-02,3.652674646281112159e-02,-2.813962927266293601e-01
1.648150408985471840e-02,4.813912612118287360e-02,3.863557735944327387e-01
1.660358930533512370e-02,6.040142869621795141e-02,3.486968370036884202e-01
1.672567452081552900e-02,7.330046557137293028e-02,-3.084891221762450786e-02
1.684775973629593429e-02,8.682210090670983149e-02,2.848254572375324978e-01
1.696984495177633959e-02,1.009512723596457939e-01,-4.455794820056070971e-01
1.709193016725674488e-02,1.156720131686250208e-01,-6.299567831841776933e-01
1.721401538273715018e-02,1.309674755672231017e-01,3.506633261994915873e-01
1.733610059821755547e-02,1.468199554942540286e-01,2.301567031805185626e-01
1.745818581369796077e-02,1.632109185635288728e-01,4.807266370095820696e-01
1.758027102917836607e-02,1.801210272550750613e-01,1.371693414687046086e+00
1.770235624465877136e-02,1.975301692878165816e-01,6.697699127830234467e-01
1.782444146013917666e-02,2.154174871319911588e-01,-2.409936255900881341e-01
1.794652667561958195e-02,2.337614086178875228e-01,7.922695526658140031e-01
1.806861189109998725e-02,2.525396785958933243e-01,-4.054140266598672548e-01
1.819069710658039254e-02,2.717293916012748500e-01,4.093708919392036183e-02
1.831278232206079784e-02,2.913070254756575106e-01,2.571862228133419137e-01
1.843486753754120314e-02,3.112484758957415609e-01,1.167919836720424875e+00
1.855695275302160843e-02,3.315290917584791663e-01,-4.084831926574078453e-02
1.867903796850201373e-02,3.521237113706605637e-01,-6.109555795884663576e-02
1.880112318398241902e-02,3.730066993896778982e-01,3.237804371769617551e-01
1.892320839946282432e-02,3.941519844611440782e-01,6.241284128009039200e-02
1.904529361494322962e-02,4.155330974979918324e-01,9.788510585512453233e-01
1.916737883042363491e-02,4.371232105447662164e-01,-1.028425436369454493e-01
1.928946404590404021e-02,4.588951761699349152e-01,-1.148391500356162886e-01
1.941154926138444550e-02,4.808215673282869584e-01,2.619115449560699416e-01
1.953363447686485080e-02,5.028747176347789782e-01,2.538584922886265582e-01
1.965571969234525609e-02,5.250267619906019423e-01,1.489792788899094944e+00
1.977780490782566139e-02,5.472496775017042792e-01,1.021960080964584794e+00
1.989989012330606669e-02,5.695153246295987515e-01,6.132909453221941920e-01
2.002197533878647198e-02,5.917954885139106169e-01,-2.092227090117337873e-02
2.014406055426687728e-02,6.140619204059085678e-01,1.036243408606682070e+00
2.026614576974728257e-02,6.362863791520545487e-01,1.361787054572721756e-01
2.038823098522768787e-02,6.584406726665761322e-01,-1.139448757222296660e-01
2.051031620070809317e-02,6.804966993320463731e-01,1.274511595508197370e+00
2.063240141618849846e-02,7.024264892670903926e-01,8.608977952295151503e-01
2.075448663166890376e-02,7.242022454005088150e-01,1.184631657290918350e+00
2.087657184714930905e-02,7.457963842914152597e-01,9.051602107629258542e-01
2.099865706262971435e-02,7.671815766353378141e-01,1.195596882586683396e+00
2.112074227811011964e-02,7.883307873967169144e-01,4.628179907466434817e-01
2.124282749359052494e-02,8.092173155087596381e-01,2.920958946165272963e-01
2.136491270907093024e-02,8.298148330822707752e-01,1.170612092223084266e+00
2.148699792455133553e-02,8.500974240657780401e-01,4.483925919788575021e-01
2.160908314003174083e-02,8.700396223001005680e-01,5.252647334250002409e-01
2.173116835551214612e-02,8.896164489113778107e-01,6.618501971527062100e-01
2.185325357099255142e-02,9.088034489875691513e-01,9.175430285000975017e-01
2.197533878647295671e-02,9.275767274844697319e-01,7.505797718577277289e-01
2.209742400195336201e-02,9.459129843084410627e-01,2.584373375994316602e-01
2.221950921743376731e-02,9.637895485242438109e-01,6.419803471077984991e-01
2.234159443291417260e-02,9.811844116376704505e-01,-1.305171644745428683e-01
2.246367964839457790e-02,9.980762599040116090e-01,1.310691985417605343e+00
2.258576486387498319e-02,1.014444505614851000e+00,2.134156778114771891e-01
2.270785007935538849e-02,1.030269317317154210e+00,4.780776476029289235e-01
2.282993529483579379e-02,1.045531648920220213e+00,1.071614188550707336e+00
2.295202051031619908e-02,1.060213267647669877e+00,6.904317694520132331e-01
2.307410572579660438e-02,1.074296780793372541e+00,1.845804078496740441e+00
2.319619094127700967e-02,1.087765661241942849e+00,4.413372063802185608e-01
2.331827615675741497e-02,1.100604271716286497e+00,1.234129706390878045e+00
2.344036137223782373e-02,1.112797887716516110e+00,1.093156478602768322e+00
2.356244658771822903e-02,1.124332719116510670e+00,5.402859702459119617e-01
2.368453180319863433e-02,1.135195930386346808e+00,1.396834260652223714e+00
2.380661701867903962e-02,1.145375659410860170e+00,1.059602493799736145e+00
2.392870223415944492e-02,1.154861034876656145e+00,1.540756310483489822e+00
2.405078744963985021e-02,1.163642192202003711e+00,1.575394269183869378e+00
2.417287266512025551e-02,1.171710287986172272e+00,2.253328262626517198e+00
2.429495788060066080e-02,1.179057512956968257e+00,1.847321487675164242e+00
2.441704309608106610e-02,1.185677103397425158e+00,1.001086184426203340e+00
2.453912831156147140e-02,1.191563351034837126e+00,1.071873762246873918e+00
2.466121352704187669e-02,1.196711611377598850e+00,1.746541409321155314e+00
2.478329874252228199e-02,1.201118310487584440e+00,1.528750175848883286e+00
2.490538395800268728e-02,1.204780950178105936e+00,1.524846713226901906e+00
2.502746917348309258e-02,1.207698111629810001e+00,3.992200894743928030e-01
2.514955438896349788e-02,1.209869457419191052e+00,1.197706395219723330e+00
2.527163960444390317e-02,1.211295731956740562e+00,8.422802773538962118e-01
2.539372481992430847e-02,1.211978760334087468e+00,1.351941059855706673e+00
2.551581003540471376e-02,1.211921445581828571e+00,1.162846250760349642e+00
2.563789525088511906e-02,1.211127764342079027e+00,1.666217218388374999e+00
2.575998046636552435e-02,1.209602760962114054e+00,1.368211868557765110e+00
2.588206568184592965e-02,1.207352540017785802e+00,1.600516521072273823e+00
2.600415089732633495e-02,1.204384257277715697e+00,9.711747089097442220e-01
2.612623611280674024e-02,1.200706109121550957e+00,7.284829811624258245e-01
2.624832132828714554e-02,1.196327320427855057e+00,9.913024738265807656e-01
2.637040654376755083e-02,1.191258130949444771e+00,1.182747924018724417e+00
2.649249175924795613e-02,1.185509780196212226e+00,1.375085647973753211e+00
2.661457697472836142e-02,1.179094490847675702e+00,2.308748966193101992e+00
2.673666219020876672e-02,1.172025450719649253e+00,1.150896874889328014e+00
2.685874740568917202e-02,1.164316793311565679e+00,6.863442930651771912e-01
2.698083262116957731e-02,1.155983576963054205e+00,9.829926891133610178e-01
2.710291783664998261e-02,1.147041762650444330e+00,9.152437753273972021e-01
2.722500305213038790e-02,1.137508190455845059e+00,1.378248927342576202e+00
2.734708826761079320e-02,1.127400554743417826e+00,3.570020475211054256e-01
2.746917348309119850e-02,1.116737378079350362e+00,1.148368375179516176e+00
2.759125869857160379e-02,1.105537983933897017e+00,1.183791252916584824e+00
2.771334391405200909e-02,1.093822468205636111e+00,1.209912986305774041e+00
2.783542912953241438e-02,1.081611669609832349e+00,7.829536351271509931e-01
2.795751434501281968e-02,1.068927138974448798e+00,9.499662741064452964e-01
2.807959956049322497e-02,1.055791107488987857e+00,3.437606529977220715e-01
2.820168477597363027e-02,1.042226453952847631e+00,7.955665122717505700e-01
2.832376999145403557e-02,1.028256671071379857e+00,7.568259330630209281e-01
2.844585520693444086e-02,1.013905830849213041e+00,1.221930853979925846e+00
2.856794042241484616e-02,9.991985491317526558e-01,4.211073332207962983e-01
2.869002563789525145e-02,9.841599493470086779e-01,1.374759000202005366e+00
2.881211085337565675e-02,9.688156255010870188e-01,1.716057897746771310e+00
2.893419606885606205e-02,9.531916044817629885e-01,-8.180090802500328273e-02
2.905628128433646734e-02,9.373143077255994271e-01,1.150443673114649901e+00
2.917836649981687264e-02,9.212105123049797450e-01,1.259664529820102574e+00
2.930045171529727793e-02,9.049073114923033012e-01,5.861887987161887859e-01
2.942253693077768323e-02,8.884320748593336203e-01,6.897961676949347920e-01
2.954462214625808852e-02,8.718124079704061558e-01,8.053721191769283028e-01
2.966670736173849382e-02,8.550761117287692947e-01,7.061806720279051319e-01
2.978879257721889912e-02,8.382511414358645441e-01,6.837446569123034612e-01
2.991087779269930441e-02,8.213655656237514036e-01,-1.663633754123694519e-02
3.003296300817970971e-02,8.044475247212471425e-01,1.380613307112807053e+00
3.015504822366011500e-02,7.875251896145646358e-01,1.327334485632975181e+00
3.027713343914052030e-02,7.706267201634118269e-01,3.639445905613103993e-01
3.039921865462092559e-02,7.537802237335540223e-01,2.056805983229703649e-02
3.052130387010133089e-02,7.370137138068555416e-01,9.975461520332348231e-01
3.064338908558173619e-02,7.203550687296593757e-01,4.324610838231263132e-01
3.076547430106214148e-02,7.038319906601984144e-01,7.748085723205881958e-01
3.088755951654254678e-02,6.874719647754028440e-01,5.278077562028552494e-01
3.100964473202295207e-02,6.713022187971263710e-01,1.017071594332219719e+00
3.113172994750335737e-02,6.553496828973062183e-01,1.002724254725309239e+00
3.125381516298376267e-02,6.396409500410461524e-01,2.768422608092540038e-01
3.137590037846416796e-02,6.242022368259345644e-01,-6.747974087159314127e-02
3.149798559394457326e-02,6.090593448752212868e-01,-1.824098537923196650e-01
3.162007080942497855e-02,5.942376228416186290e-01,8.994273123952212234e-01
3.174215602490538385e-02,5.797619290776319101e-01,-1.466769981438253989e-02
3.186424124038578914e-02,5.656565950273069188e-01,3.122484178779631470e-01
3.198632645586619444e-02,5.519453893932636523e-01,2.537883701680095916e-01
3.210841167134659974e-02,5.386514831317041896e-01,5.123678349969310597e-01
3.223049688682700503e-02,5.257974153268949458e-01,-4.423424875963585245e-01
3.235258210230741033e-02,5.134050599953057237e-01,6.077943583922199577e-01
3.247466731778781562e-02,5.014955938682470471e-01,7.634411057853498495e-01
3.259675253326822092e-02,4.900894652003823793e-01,5.343005087227130634e-01
3.271883774874862622e-02,4.792063636500030754e-01,3.237632778007671908e-01
3.284092296422903151e-02,4.688651912753576401e-01,5.175652744097493096e-01
3.296300817970943681e-02,4.590840346897087088e-01,6.586072075097737510e-01
3.308509339518984210e-02,4.498801384160668881e-01,-9.364162397972581875e-01
3.320717861067024740e-02,4.412698794807967673e-01,1.419226033606143744e+00
3.332926382615065269e-02,4.332687432834607111e-01,6.283154046274239679e-01
3.345134904163105799e-02,4.258913007784002058e-01,9.968700958489018493e-02
3.357343425711146329e-02,4.191511870016126351e-01,2.236744994078120885e-01
3.369551947259186858e-02,4.130610809745113299e-01,6.599319696491054987e-01
3.381760468807227388e-02,4.076326870141234182e-01,3.495807174969401410e-01
3.393968990355267917e-02,4.028767174772246440e-01,-6.124655164135225371e-01
3.406177511903308447e-02,3.988028769637841919e-01,1.431049307643443846e+00
3.418386033451348976e-02,3.954198480029612606e-01,3.401495193867249411e-01
3.430594554999389506e-02,3.927352782427018796e-01,9.028216341006016776e-01
3.442803076547430036e-02,3.907557691617846163e-01,4.473084526958903684e-02
3.455011598095470565e-02,3.894868663209165027e-01,1.157675393443815315e+00
3.467220119643511095e-02,3.889330511672168811e-01,5.321048956133567209e-01
3.479428641191551624e-02,3.890977344041481878e-01,6.935196516418735690e-01
3.491637162739592154e-02,3.899832509366427669e-01,-1.326434321368346048e-01
3.503845684287632684e-02,3.915908563988638735e-01,9.971635012402142451e-01
3.516054205835673213e-02,3.939207252697073391e-01,7.388298075371015905e-01
3.528262727383713743e-02,3.969719505788159020e-01,1.047895065361315048e+00
3.540471248931754272e-02,4.007425452035403013e-01,8.669876538275084199e-02
3.552679770479794802e-02,4.052294447549392720e-01,1.647158855245454134e-01
3.564888292027835331e-02,4.104285120485739458e-01,1.562386860890544904e+00
3.577096813575875861e-02,4.163345431535221408e-01,-1.136733682072514906e-01
3.589305335123916391e-02,4.229412750107155450e-01,3.549664246715551474e-01
3.601513856671956920e-02,4.302413946093929797e-01,9.986870759107406847e-01
3.613722378219997450e-02,4.382265497081755945e-01,4.870890335656034020e-01
3.625930899768037979e-02,4.468873610849941613e-01,7.383642009616409041e-01
3.638139421316078509e-02,4.562134362978508273e-01,2.564889216664132388e-01
3.650347942864119039e-02,4.661933849361755700e-01,6.512213288599348893e-01
3.662556464412159568e-02,4.768148353403437456e-01,-1.764485905273145416e-01
3.674764985960200098e-02,4.880644527647692299e-01,1.317129792573863201e+00
3.686973507508240627e-02,4.999279589578490279e-01,4.408459363935641750e-01
3.699182029056281157e-02,5.123901531299654977e-01,1.723010511315403170e-01
3.711390550604321686e-02,5.254349342787095756e-01,8.586264752946667356e-01
3.723599072152362216e-02,5.390453248384783347e-01,3.086854311442016607e-01
3.735807593700402746e-02,5.532034956196707487e-01,-1.139257400817059729e-01
3.748016115248443275e-02,5.678907920007927324e-01,-1.054679608979849359e-01
3.760224636796483805e-02,5.830877613349574329e-01,9.299743376800236883e-01
3.772433158344524334e-02,5.987741815304563620e-01,5.189874624573229678e-01
3.784641679892564864e-02,6.149290907633748748e-01,5.480783109291552657e-01
3.796850201440605393e-02,6.315308182785410729e-01,1.170402721266672330e+00
3.809058722988645923e-02,6.485570162335145827e-01,8.514411185514281222e-02
3.821267244536686453e-02,6.659846925387655769e-01,3.006458161063531587e-01
3.833475766084726982e-02,6.837902446457497785e-01,4.913503400551120226e-01
3.845684287632767512e-02,7.019494942331758747e-01,7.491252888917129260e-01
3.857892809180808041e-02,7.204377227404570316e-01,6.993519970951675990e-01
3.870101330728848571e-02,7.392297076960683277e-01,5.957861115011144904e-01
3.882309852276889101e-02,7.582997597873883944e-01,7.274865587395646926e-01
3.894518373824929630e-02,7.776217606174897767e-01,7.239691224719024820e-01
3.906726895372970160e-02,7.971692010933599803e-01,4.373670068174635439e-01
3.918935416921010689e-02,8.169152203890693853e-01,4.104187261120307295e-01
3.931143938469051219e-02,8.368326454265920811e-01,9.740908242885618629e-01
3.943352460017091748e-02,8.568940308162000807e-01,4.114364893184361271e-01
3.955560981565132278e-02,8.770716991976958976e-01,2.983940696022691075e-01
3.967769503113172808e-02,8.973377819231302954e-01,7.411916563602836128e-01
3.979978024661213337e-02,9.176642600211835088e-01,8.388307519392755873e-01
3.992186546209253867e-02,9.380230053829430314e-01,2.066384754032047688e+00
4.004395067757294396e-02,9.583858221085163054e-01,6.060356841803994365e-01
4.016603589305334926e-02,9.787244879536451947e-01,1.450354850438392518e+00
4.028812110853375456e-02,9.990107958153734424e-01,1.372604962917689297e+00
4.041020632401415985e-02,1.019216595195738595e+00,4.247441175938705404e-01
4.053229153949456515e-02,1.039313833582513835e+00,1.425940322283813622e+00
4.065437675497497044e-02,1.059274597686119090e+00,4.673342775894602230e-01
4.077646197045537574e-02,1.079071154472059479e+00,-2.505149645263109459e-01
4.089854718593578103e-02,1.098675991928528939e+00,1.401835754108219367e+00
4.102063240141618633e-02,1.118061859509231537e+00,2.401165677903718265e-01
4.114271761689659163e-02,1.137201808191913299e+00,1.362669039094870804e+00
4.126480283237699692e-02,1.156069230093701883e+00,8.140637812250935967e-01
4.138688804785740222e-02,1.174637897584974500e+00,2.004413295679910334e+00
4.150897326333780751e-02,1.192882001844234985e+00,1.727136701502239635e+00
4.163105847881821281e-02,1.210776190797276719e+00,9.840832888715829174e-01
4.175314369429861810e-02,1.228295606384839589e+00,8.843768008704984140e-01
4.187522890977902340e-02,1.245415921103939727e+00,6.383772195568794272e-01
4.199731412525942870e-02,1.262113373769132130e+00,1.041652057622836525e+00
4.211939934073983399e-02,1.278364804441094460e+00,1.138187056848839918e+00
4.224148455622023929e-02,1.294147688471170898e+00,1.111800916275328177e+00
4.236356977170064458e-02,1.309440169611786775e+00,1.387792097247968703e+00
4.248565498718104988e-02,1.324221092144051592e+00,1.613481841008490791e+00
4.260774020266145518e-02,1.338470031975276697e+00,1.513297260471863748e+00
4.272982541814186047e-02,1.352167326660679292e+00,9.700953647074577191e-01
4.285191063362226577e-02,1.365294104305111000e+00,6.463983674043217720e-01
4.297399584910267106e-02,1.377832311302304102e+00,2.060098235353539753e+00
4.309608106458307636e-02,1.389764738870829852e+00,1.045040146595860975e+00
4.321816628006348165e-02,1.401075048347742102e+00,1.074928248380232487e+00
4.334025149554388695e-02,1.411747795202701994e+00,1.151153139052146557e+00
4.346233671102429225e-02,1.421768451737264183e+00,5.002336766589399186e-01
4.358442192650469754e-02,1.431123428435931988e+00,1.192136426415688621e+00
4.370650714198510284e-02,1.439800093937584791e+00,1.199972186933611074e+00
4.382859235746550813e-02,1.447786793597895194e+00,1.757965942769651457e+00
4.395067757294591343e-02,1.455072866615439997e+00,1.804301441169108067e+00
4.407276278842631873e-02,1.461648661696309581e+00,1.463534106239444244e+00
4.419484800390672402e-02,1.467505551234179251e+00,1.933429738291331024e+00
4.431693321938712932e-02,1.472635943984982543e+00,1.642618435885613515e+00
4.443901843486753461e-02,1.477033296217548752e+00,1.469192240416271389e+00
4.456110365034793991e-02,1.480692121323797794e+00,1.561156205472909342e+00
4.468318886582834520e-02,1.483607997874362372e+00,1.388281251083662626e+00
4.480527408130875050e-02,1.485777576107785158e+00,1.288352819091060031e+00
4.492735929678915580e-02,1.487198582843750838e+00,1.353331814396767641e+00
4.504944451226956109e-02,1.487869824813121689e+00,9.238641590781182522e-01
4.517152972774996639e-02,1.487791190399881280e+00,1.628012043058029157e+00
4.529361494323037168e-02,1.486963649792425901e+00,9.904018443276355610e-01
4.541570015871077698e-02,1.485389253543977217e+00,1.906204885580795372e+00
4.553778537419118227e-02,1.483071129544239142e+00,1.358341839463764744e+00
4.565987058967158757e-02,1.480013478406746019e+00,1.504760969231791368e+00
4.578195580515199287e-02,1.476221567278697577e+00,1.723139955419175751e+00
4.590404102063239816e-02,1.471701722082372488e+00,1.793358954613836431e+00
4.602612623611280346e-02,1.466461318199545172e+00,6.811496138828188052e-01
4.614821145159320875e-02,1.460508769612598012e+00,1.357056931530612243e+00
4.627029666707361405e-02,1.453853516518309741e+00,1.893942972558700921e+00
4.639238188255401935e-02,1.446506011432529437e+00,5.974531017164022018e-01
4.651446709803442464e-02,1.438477703806182451e+00,1.632117941503714142e+00
4.663655231351482994e-02,1.429781023175231702e+00,3.019989084741370178e-01
4.675863752899523523e-02,1.420429360869381430e+00,9.091759390515796735e-01
4.688072274447564747e-02,1.410437050306421636e+00,1.429752326226515713e+00
